0 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), LOOKING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
578 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
579 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
580 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
581 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
582 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
583 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
584 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
585 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
586 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
587 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
588 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
589 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
590 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
591 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
592 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
593 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
594 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
595 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
596 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
597 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
598 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
599 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
600 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
601 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
602 Cannot open channel to 10.0.0.5 at election address 11.0.0.5:12.0.0.5
603 Cannot open channel to 10.0.0.5 at election address 11.0.0.5:12.0.0.5
604 Cannot open channel to 10.0.0.5 at election address 11.0.0.5:12.0.0.5
605 Cannot open channel to 10.0.0.5 at election address 11.0.0.5:12.0.0.5
606 Cannot open channel to 10.0.0.6 at election address 11.0.0.6:12.0.0.6
607 Cannot open channel to 10.0.0.6 at election address 11.0.0.6:12.0.0.6
608 Cannot open channel to 10.0.0.6 at election address 11.0.0.6:12.0.0.6
609 Cannot open channel to 10.0.0.6 at election address 11.0.0.6:12.0.0.6
610 Cannot open channel to 10.0.0.7 at election address 11.0.0.7:12.0.0.7
611 Cannot open channel to 10.0.0.7 at election address 11.0.0.7:12.0.0.7
612 Cannot open channel to 10.0.0.7 at election address 11.0.0.7:12.0.0.7
613 Cannot open channel to 10.0.0.8 at election address 11.0.0.8:12.0.0.8
614 Cannot open channel to 10.0.0.8 at election address 11.0.0.8:12.0.0.8
615 Cannot open channel to 10.0.0.8 at election address 11.0.0.8:12.0.0.8
616 Cannot open channel to 10.0.0.9 at election address 11.0.0.9:12.0.0.9
617 Cannot open channel to 10.0.0.9 at election address 11.0.0.9:12.0.0.9
618 Cannot open channel to 10.0.0.9 at election address 11.0.0.9:12.0.0.9
619 Cannot open channel to 10.0.0.10 at election address 11.0.0.10:12.0.0.10
620 Cannot open channel to 10.0.0.10 at election address 11.0.0.10:12.0.0.10
621 Cannot open channel to 10.0.0.10 at election address 11.0.0.10:12.0.0.10
622 Cannot open channel to 10.0.0.11 at election address 11.0.0.11:12.0.0.11
623 Cannot open channel to 10.0.0.11 at election address 11.0.0.11:12.0.0.11
624 Cannot open channel to 10.0.0.11 at election address 11.0.0.11:12.0.0.11
625 Cannot open channel to 10.0.0.12 at election address 11.0.0.12:12.0.0.12
626 Cannot open channel to 10.0.0.12 at election address 11.0.0.12:12.0.0.12
627 Cannot open channel to 10.0.0.12 at election address 11.0.0.12:12.0.0.12
628 Cannot open channel to 10.0.0.13 at election address 11.0.0.13:12.0.0.13
629 Cannot open channel to 10.0.0.13 at election address 11.0.0.13:12.0.0.13
630 Cannot open channel to 10.0.0.13 at election address 11.0.0.13:12.0.0.13
631 Cannot open channel to 10.0.0.14 at election address 11.0.0.14:12.0.0.14
632 Cannot open channel to 10.0.0.14 at election address 11.0.0.14:12.0.0.14
633 Cannot open channel to 10.0.0.14 at election address 11.0.0.14:12.0.0.14
634 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
635 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
636 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
637 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
638 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
639 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
640 Notification time out: 10.0.0.1
641 Notification time out: 10.0.0.1
642 Notification time out: 10.0.0.1
643 Notification time out: 10.0.0.1
644 Notification time out: 10.0.0.1
645 Notification time out: 10.0.0.1
646 Notification time out: 10.0.0.1
647 Notification time out: 10.0.0.1
648 Notification time out: 10.0.0.1
649 Notification time out: 10.0.0.1
650 Notification time out: 10.0.0.1
651 Notification time out: 10.0.0.1
652 Notification time out: 10.0.0.1
653 Notification time out: 10.0.0.1
654 Notification time out: 10.0.0.2
655 Notification time out: 10.0.0.2
656 Notification time out: 10.0.0.2
657 Notification time out: 10.0.0.2
658 Notification time out: 10.0.0.3
659 Notification time out: 10.0.0.3
660 Notification time out: 10.0.0.3
661 Notification time out: 10.0.0.3
662 Notification time out: 10.0.0.4
663 Notification time out: 10.0.0.4
664 Notification time out: 10.0.0.4
665 Notification time out: 10.0.0.4
666 Notification time out: 10.0.0.5
667 Notification time out: 10.0.0.5
668 Notification time out: 10.0.0.5
669 Notification time out: 10.0.0.5
670 Notification time out: 10.0.0.6
671 Notification time out: 10.0.0.6
672 Notification time out: 10.0.0.6
673 Notification time out: 10.0.0.6
674 Notification time out: 10.0.0.7
675 Notification time out: 10.0.0.7
676 Notification time out: 10.0.0.7
677 Notification time out: 10.0.0.8
678 Notification time out: 10.0.0.8
679 Notification time out: 10.0.0.8
680 Notification time out: 10.0.0.9
681 Notification time out: 10.0.0.9
682 Notification time out: 10.0.0.9
683 Notification time out: 10.0.0.10
684 Notification time out: 10.0.0.10
685 Notification time out: 10.0.0.10
686 Notification time out: 10.0.0.11
687 Notification time out: 10.0.0.11
688 Notification time out: 10.0.0.11
689 Notification time out: 10.0.0.12
690 Notification time out: 10.0.0.12
691 Notification time out: 10.0.0.12
692 Notification time out: 10.0.0.13
693 Notification time out: 10.0.0.13
694 Notification time out: 10.0.0.13
695 Notification time out: 10.0.0.14
696 Notification time out: 10.0.0.14
697 Notification time out: 10.0.0.14
698 Notification time out: 10.0.0.15
699 Notification time out: 10.0.0.15
700 Notification time out: 10.0.0.15
701 Notification time out: 10.0.0.16
702 Notification time out: 10.0.0.16
703 Notification time out: 10.0.0.16
704 tickTime set to 10.0.0.1
705 tickTime set to 10.0.0.1
706 tickTime set to 10.0.0.1
707 tickTime set to 10.0.0.1
708 tickTime set to 10.0.0.1
709 tickTime set to 10.0.0.1
710 tickTime set to 10.0.0.1
711 tickTime set to 10.0.0.1
712 tickTime set to 10.0.0.1
713 tickTime set to 10.0.0.1
714 tickTime set to 10.0.0.1
715 tickTime set to 10.0.0.1
716 tickTime set to 10.0.0.1
717 tickTime set to 10.0.0.1
718 tickTime set to 10.0.0.2
719 tickTime set to 10.0.0.2
720 tickTime set to 10.0.0.2
721 tickTime set to 10.0.0.2
722 tickTime set to 10.0.0.3
723 tickTime set to 10.0.0.3
724 tickTime set to 10.0.0.3
725 tickTime set to 10.0.0.3
726 tickTime set to 10.0.0.4
727 tickTime set to 10.0.0.4
728 tickTime set to 10.0.0.4
729 tickTime set to 10.0.0.4
730 tickTime set to 10.0.0.5
731 tickTime set to 10.0.0.5
732 tickTime set to 10.0.0.5
733 tickTime set to 10.0.0.5
734 tickTime set to 10.0.0.6
735 tickTime set to 10.0.0.6
736 tickTime set to 10.0.0.6
737 tickTime set to 10.0.0.6
738 tickTime set to 10.0.0.7
739 tickTime set to 10.0.0.7
740 tickTime set to 10.0.0.7
741 tickTime set to 10.0.0.8
742 tickTime set to 10.0.0.8
743 tickTime set to 10.0.0.8
744 tickTime set to 10.0.0.9
745 tickTime set to 10.0.0.9
746 tickTime set to 10.0.0.9
747 tickTime set to 10.0.0.10
748 tickTime set to 10.0.0.10
749 tickTime set to 10.0.0.10
750 tickTime set to 10.0.0.11
751 tickTime set to 10.0.0.11
752 tickTime set to 10.0.0.11
753 tickTime set to 10.0.0.12
754 tickTime set to 10.0.0.12
755 tickTime set to 10.0.0.12
756 tickTime set to 10.0.0.13
757 tickTime set to 10.0.0.13
758 tickTime set to 10.0.0.13
759 tickTime set to 10.0.0.14
760 tickTime set to 10.0.0.14
761 tickTime set to 10.0.0.14
762 tickTime set to 10.0.0.15
763 tickTime set to 10.0.0.15
764 tickTime set to 10.0.0.15
765 tickTime set to 10.0.0.16
766 tickTime set to 10.0.0.16
767 tickTime set to 10.0.0.16
768 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
769 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
770 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
771 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
772 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
773 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
774 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
775 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
776 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
777 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
778 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
779 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
780 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
781 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
782 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
783 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
784 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
785 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
786 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
787 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
788 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
789 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
790 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
791 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
792 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
793 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
794 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
795 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
796 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
797 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
798 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
799 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
800 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
801 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
802 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
803 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
804 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
805 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
806 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
807 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
808 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
809 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
810 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
811 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
812 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
813 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
814 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
815 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
816 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
817 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
818 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
819 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
820 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
821 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
822 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
823 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
824 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
825 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
826 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
827 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
828 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
829 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
830 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
831 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
832 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
833 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
834 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
835 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
836 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
837 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
838 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
839 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
840 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
841 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
842 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
843 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
844 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
845 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
