0 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), LOOKING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
604 Cannot open channel to 10.0.0.14 at election address 11.0.0.14:12.0.0.14
605 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
606 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
607 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
608 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
609 Cannot open channel to 10.0.0.17 at election address 11.0.0.17:12.0.0.17
610 Cannot open channel to 10.0.0.17 at election address 11.0.0.17:12.0.0.17
611 Cannot open channel to 10.0.0.18 at election address 11.0.0.18:12.0.0.18
612 Cannot open channel to 10.0.0.18 at election address 11.0.0.18:12.0.0.18
613 Cannot open channel to 10.0.0.19 at election address 11.0.0.19:12.0.0.19
614 Cannot open channel to 10.0.0.19 at election address 11.0.0.19:12.0.0.19
615 Cannot open channel to 10.0.0.20 at election address 11.0.0.20:12.0.0.20
616 Cannot open channel to 10.0.0.21 at election address 11.0.0.21:12.0.0.21
617 Cannot open channel to 10.0.0.22 at election address 11.0.0.22:12.0.0.22
618 Cannot open channel to 10.0.0.23 at election address 11.0.0.23:12.0.0.23
619 Cannot open channel to 10.0.0.24 at election address 11.0.0.24:12.0.0.24
620 Cannot open channel to 10.0.0.25 at election address 11.0.0.25:12.0.0.25
621 Cannot open channel to 10.0.0.26 at election address 11.0.0.26:12.0.0.26
622 Cannot open channel to 10.0.0.27 at election address 11.0.0.27:12.0.0.27
623 Cannot open channel to 10.0.0.28 at election address 11.0.0.28:12.0.0.28
624 Cannot open channel to 10.0.0.29 at election address 11.0.0.29:12.0.0.29
625 Cannot open channel to 10.0.0.30 at election address 11.0.0.30:12.0.0.30
626 Cannot open channel to 10.0.0.31 at election address 11.0.0.31:12.0.0.31
627 Cannot open channel to 10.0.0.32 at election address 11.0.0.32:12.0.0.32
628 Cannot open channel to 10.0.0.33 at election address 11.0.0.33:12.0.0.33
629 Cannot open channel to 10.0.0.34 at election address 11.0.0.34:12.0.0.34
630 Cannot open channel to 10.0.0.35 at election address 11.0.0.35:12.0.0.35
631 Cannot open channel to 10.0.0.36 at election address 11.0.0.36:12.0.0.36
632 Cannot open channel to 10.0.0.37 at election address 11.0.0.37:12.0.0.37
633 Cannot open channel to 10.0.0.38 at election address 11.0.0.38:12.0.0.38
634 Cannot open channel to 10.0.0.39 at election address 11.0.0.39:12.0.0.39
635 Cannot open channel to 10.0.0.40 at election address 11.0.0.40:12.0.0.40
636 Cannot open channel to 10.0.0.41 at election address 11.0.0.41:12.0.0.41
637 Cannot open channel to 10.0.0.42 at election address 11.0.0.42:12.0.0.42
638 Cannot open channel to 10.0.0.43 at election address 11.0.0.43:12.0.0.43
639 Cannot open channel to 10.0.0.44 at election address 11.0.0.44:12.0.0.44
640 Notification time out: 10.0.0.1
641 Notification time out: 10.0.0.1
642 Notification time out: 10.0.0.1
643 Notification time out: 10.0.0.2
644 Notification time out: 10.0.0.2
645 Notification time out: 10.0.0.3
646 Notification time out: 10.0.0.3
647 Notification time out: 10.0.0.4
648 Notification time out: 10.0.0.4
649 Notification time out: 10.0.0.5
650 Notification time out: 10.0.0.5
651 Notification time out: 10.0.0.6
652 Notification time out: 10.0.0.6
653 Notification time out: 10.0.0.7
654 Notification time out: 10.0.0.7
655 Notification time out: 10.0.0.8
656 Notification time out: 10.0.0.8
657 Notification time out: 10.0.0.9
658 Notification time out: 10.0.0.9
659 Notification time out: 10.0.0.10
660 Notification time out: 10.0.0.10
661 Notification time out: 10.0.0.11
662 Notification time out: 10.0.0.11
663 Notification time out: 10.0.0.12
664 Notification time out: 10.0.0.12
665 Notification time out: 10.0.0.13
666 Notification time out: 10.0.0.13
667 Notification time out: 10.0.0.14
668 Notification time out: 10.0.0.14
669 Notification time out: 10.0.0.15
670 Notification time out: 10.0.0.15
671 Notification time out: 10.0.0.16
672 Notification time out: 10.0.0.16
673 Notification time out: 10.0.0.17
674 Notification time out: 10.0.0.17
675 Notification time out: 10.0.0.18
676 Notification time out: 10.0.0.18
677 Notification time out: 10.0.0.19
678 Notification time out: 10.0.0.19
679 Notification time out: 10.0.0.20
680 Notification time out: 10.0.0.21
681 Notification time out: 10.0.0.22
682 Notification time out: 10.0.0.23
683 Notification time out: 10.0.0.24
684 Notification time out: 10.0.0.25
685 Notification time out: 10.0.0.26
686 Notification time out: 10.0.0.27
687 Notification time out: 10.0.0.28
688 Notification time out: 10.0.0.29
689 Notification time out: 10.0.0.30
690 Notification time out: 10.0.0.31
691 Notification time out: 10.0.0.32
692 Notification time out: 10.0.0.33
693 Notification time out: 10.0.0.34
694 Notification time out: 10.0.0.35
695 Notification time out: 10.0.0.36
696 Notification time out: 10.0.0.37
697 Notification time out: 10.0.0.38
698 Notification time out: 10.0.0.39
699 Notification time out: 10.0.0.40
700 Notification time out: 10.0.0.41
701 Notification time out: 10.0.0.42
702 Notification time out: 10.0.0.43
703 Notification time out: 10.0.0.44
704 tickTime set to 10.0.0.1
705 tickTime set to 10.0.0.1
706 tickTime set to 10.0.0.1
707 tickTime set to 10.0.0.2
708 tickTime set to 10.0.0.2
709 tickTime set to 10.0.0.3
710 tickTime set to 10.0.0.3
711 tickTime set to 10.0.0.4
712 tickTime set to 10.0.0.4
713 tickTime set to 10.0.0.5
714 tickTime set to 10.0.0.5
715 tickTime set to 10.0.0.6
716 tickTime set to 10.0.0.6
717 tickTime set to 10.0.0.7
718 tickTime set to 10.0.0.7
719 tickTime set to 10.0.0.8
720 tickTime set to 10.0.0.8
721 tickTime set to 10.0.0.9
722 tickTime set to 10.0.0.9
723 tickTime set to 10.0.0.10
724 tickTime set to 10.0.0.10
725 tickTime set to 10.0.0.11
726 tickTime set to 10.0.0.11
727 tickTime set to 10.0.0.12
728 tickTime set to 10.0.0.12
729 tickTime set to 10.0.0.13
730 tickTime set to 10.0.0.13
731 tickTime set to 10.0.0.14
732 tickTime set to 10.0.0.14
733 tickTime set to 10.0.0.15
734 tickTime set to 10.0.0.15
735 tickTime set to 10.0.0.16
736 tickTime set to 10.0.0.16
737 tickTime set to 10.0.0.17
738 tickTime set to 10.0.0.17
739 tickTime set to 10.0.0.18
740 tickTime set to 10.0.0.18
741 tickTime set to 10.0.0.19
742 tickTime set to 10.0.0.19
743 tickTime set to 10.0.0.20
744 tickTime set to 10.0.0.21
745 tickTime set to 10.0.0.22
746 tickTime set to 10.0.0.23
747 tickTime set to 10.0.0.24
748 tickTime set to 10.0.0.25
749 tickTime set to 10.0.0.26
750 tickTime set to 10.0.0.27
751 tickTime set to 10.0.0.28
752 tickTime set to 10.0.0.29
753 tickTime set to 10.0.0.30
754 tickTime set to 10.0.0.31
755 tickTime set to 10.0.0.32
756 tickTime set to 10.0.0.33
757 tickTime set to 10.0.0.34
758 tickTime set to 10.0.0.35
759 tickTime set to 10.0.0.36
760 tickTime set to 10.0.0.37
761 tickTime set to 10.0.0.38
762 tickTime set to 10.0.0.39
763 tickTime set to 10.0.0.40
764 tickTime set to 10.0.0.41
765 tickTime set to 10.0.0.42
766 tickTime set to 10.0.0.43
767 tickTime set to 10.0.0.44
768 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
769 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
770 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
771 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
772 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
773 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
774 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
775 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
776 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
777 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
778 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
779 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
780 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
781 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
782 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
783 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
784 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
785 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
786 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
787 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
788 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
789 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
790 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
791 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
792 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
793 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
794 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
795 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
796 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
797 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
798 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
799 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
800 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
801 Got user-level KeeperException when processing sessionid:10.0.0.17 type:create cxid:11.0.0.17 zxid:12.0.0.17 txntype:13.0.0.17 reqpath:14.0.0.17 Error Path:15.0.0.17 Error:KeeperErrorCode = NodeExists for 16.0.0.17
802 Got user-level KeeperException when processing sessionid:10.0.0.17 type:create cxid:11.0.0.17 zxid:12.0.0.17 txntype:13.0.0.17 reqpath:14.0.0.17 Error Path:15.0.0.17 Error:KeeperErrorCode = NodeExists for 16.0.0.17
803 Got user-level KeeperException when processing sessionid:10.0.0.18 type:create cxid:11.0.0.18 zxid:12.0.0.18 txntype:13.0.0.18 reqpath:14.0.0.18 Error Path:15.0.0.18 Error:KeeperErrorCode = NodeExists for 16.0.0.18
804 Got user-level KeeperException when processing sessionid:10.0.0.18 type:create cxid:11.0.0.18 zxid:12.0.0.18 txntype:13.0.0.18 reqpath:14.0.0.18 Error Path:15.0.0.18 Error:KeeperErrorCode = NodeExists for 16.0.0.18
805 Got user-level KeeperException when processing sessionid:10.0.0.19 type:create cxid:11.0.0.19 zxid:12.0.0.19 txntype:13.0.0.19 reqpath:14.0.0.19 Error Path:15.0.0.19 Error:KeeperErrorCode = NodeExists for 16.0.0.19
806 Got user-level KeeperException when processing sessionid:10.0.0.19 type:create cxid:11.0.0.19 zxid:12.0.0.19 txntype:13.0.0.19 reqpath:14.0.0.19 Error Path:15.0.0.19 Error:KeeperErrorCode = NodeExists for 16.0.0.19
807 Got user-level KeeperException when processing sessionid:10.0.0.20 type:create cxid:11.0.0.20 zxid:12.0.0.20 txntype:13.0.0.20 reqpath:14.0.0.20 Error Path:15.0.0.20 Error:KeeperErrorCode = NodeExists for 16.0.0.20
808 Got user-level KeeperException when processing sessionid:10.0.0.21 type:create cxid:11.0.0.21 zxid:12.0.0.21 txntype:13.0.0.21 reqpath:14.0.0.21 Error Path:15.0.0.21 Error:KeeperErrorCode = NodeExists for 16.0.0.21
809 Got user-level KeeperException when processing sessionid:10.0.0.22 type:create cxid:11.0.0.22 zxid:12.0.0.22 txntype:13.0.0.22 reqpath:14.0.0.22 Error Path:15.0.0.22 Error:KeeperErrorCode = NodeExists for 16.0.0.22
810 Got user-level KeeperException when processing sessionid:10.0.0.23 type:create cxid:11.0.0.23 zxid:12.0.0.23 txntype:13.0.0.23 reqpath:14.0.0.23 Error Path:15.0.0.23 Error:KeeperErrorCode = NodeExists for 16.0.0.23
811 Got user-level KeeperException when processing sessionid:10.0.0.24 type:create cxid:11.0.0.24 zxid:12.0.0.24 txntype:13.0.0.24 reqpath:14.0.0.24 Error Path:15.0.0.24 Error:KeeperErrorCode = NodeExists for 16.0.0.24
812 Got user-level KeeperException when processing sessionid:10.0.0.25 type:create cxid:11.0.0.25 zxid:12.0.0.25 txntype:13.0.0.25 reqpath:14.0.0.25 Error Path:15.0.0.25 Error:KeeperErrorCode = NodeExists for 16.0.0.25
813 Got user-level KeeperException when processing sessionid:10.0.0.26 type:create cxid:11.0.0.26 zxid:12.0.0.26 txntype:13.0.0.26 reqpath:14.0.0.26 Error Path:15.0.0.26 Error:KeeperErrorCode = NodeExists for 16.0.0.26
814 Got user-level KeeperException when processing sessionid:10.0.0.27 type:create cxid:11.0.0.27 zxid:12.0.0.27 txntype:13.0.0.27 reqpath:14.0.0.27 Error Path:15.0.0.27 Error:KeeperErrorCode = NodeExists for 16.0.0.27
815 Got user-level KeeperException when processing sessionid:10.0.0.28 type:create cxid:11.0.0.28 zxid:12.0.0.28 txntype:13.0.0.28 reqpath:14.0.0.28 Error Path:15.0.0.28 Error:KeeperErrorCode = NodeExists for 16.0.0.28
816 Got user-level KeeperException when processing sessionid:10.0.0.29 type:create cxid:11.0.0.29 zxid:12.0.0.29 txntype:13.0.0.29 reqpath:14.0.0.29 Error Path:15.0.0.29 Error:KeeperErrorCode = NodeExists for 16.0.0.29
817 Got user-level KeeperException when processing sessionid:10.0.0.30 type:create cxid:11.0.0.30 zxid:12.0.0.30 txntype:13.0.0.30 reqpath:14.0.0.30 Error Path:15.0.0.30 Error:KeeperErrorCode = NodeExists for 16.0.0.30
818 Got user-level KeeperException when processing sessionid:10.0.0.31 type:create cxid:11.0.0.31 zxid:12.0.0.31 txntype:13.0.0.31 reqpath:14.0.0.31 Error Path:15.0.0.31 Error:KeeperErrorCode = NodeExists for 16.0.0.31
819 Got user-level KeeperException when processing sessionid:10.0.0.32 type:create cxid:11.0.0.32 zxid:12.0.0.32 txntype:13.0.0.32 reqpath:14.0.0.32 Error Path:15.0.0.32 Error:KeeperErrorCode = NodeExists for 16.0.0.32
820 Got user-level KeeperException when processing sessionid:10.0.0.33 type:create cxid:11.0.0.33 zxid:12.0.0.33 txntype:13.0.0.33 reqpath:14.0.0.33 Error Path:15.0.0.33 Error:KeeperErrorCode = NodeExists for 16.0.0.33
821 Got user-level KeeperException when processing sessionid:10.0.0.34 type:create cxid:11.0.0.34 zxid:12.0.0.34 txntype:13.0.0.34 reqpath:14.0.0.34 Error Path:15.0.0.34 Error:KeeperErrorCode = NodeExists for 16.0.0.34
822 Got user-level KeeperException when processing sessionid:10.0.0.35 type:create cxid:11.0.0.35 zxid:12.0.0.35 txntype:13.0.0.35 reqpath:14.0.0.35 Error Path:15.0.0.35 Error:KeeperErrorCode = NodeExists for 16.0.0.35
823 Got user-level KeeperException when processing sessionid:10.0.0.36 type:create cxid:11.0.0.36 zxid:12.0.0.36 txntype:13.0.0.36 reqpath:14.0.0.36 Error Path:15.0.0.36 Error:KeeperErrorCode = NodeExists for 16.0.0.36
824 Got user-level KeeperException when processing sessionid:10.0.0.37 type:create cxid:11.0.0.37 zxid:12.0.0.37 txntype:13.0.0.37 reqpath:14.0.0.37 Error Path:15.0.0.37 Error:KeeperErrorCode = NodeExists for 16.0.0.37
825 Got user-level KeeperException when processing sessionid:10.0.0.38 type:create cxid:11.0.0.38 zxid:12.0.0.38 txntype:13.0.0.38 reqpath:14.0.0.38 Error Path:15.0.0.38 Error:KeeperErrorCode = NodeExists for 16.0.0.38
826 Got user-level KeeperException when processing sessionid:10.0.0.39 type:create cxid:11.0.0.39 zxid:12.0.0.39 txntype:13.0.0.39 reqpath:14.0.0.39 Error Path:15.0.0.39 Error:KeeperErrorCode = NodeExists for 16.0.0.39
827 Got user-level KeeperException when processing sessionid:10.0.0.40 type:create cxid:11.0.0.40 zxid:12.0.0.40 txntype:13.0.0.40 reqpath:14.0.0.40 Error Path:15.0.0.40 Error:KeeperErrorCode = NodeExists for 16.0.0.40
828 Got user-level KeeperException when processing sessionid:10.0.0.41 type:create cxid:11.0.0.41 zxid:12.0.0.41 txntype:13.0.0.41 reqpath:14.0.0.41 Error Path:15.0.0.41 Error:KeeperErrorCode = NodeExists for 16.0.0.41
829 Got user-level KeeperException when processing sessionid:10.0.0.42 type:create cxid:11.0.0.42 zxid:12.0.0.42 txntype:13.0.0.42 reqpath:14.0.0.42 Error Path:15.0.0.42 Error:KeeperErrorCode = NodeExists for 16.0.0.42
830 Got user-level KeeperException when processing sessionid:10.0.0.43 type:create cxid:11.0.0.43 zxid:12.0.0.43 txntype:13.0.0.43 reqpath:14.0.0.43 Error Path:15.0.0.43 Error:KeeperErrorCode = NodeExists for 16.0.0.43
831 Got user-level KeeperException when processing sessionid:10.0.0.44 type:create cxid:11.0.0.44 zxid:12.0.0.44 txntype:13.0.0.44 reqpath:14.0.0.44 Error Path:15.0.0.44 Error:KeeperErrorCode = NodeExists for 16.0.0.44
832 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
833 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
834 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
835 Notification: 10.0.0.2 (n.leader), 11.0.0.2 (n.zxid), 12.0.0.2 (n.round), FOLLOWING (n.state), 13.0.0.2 (n.sid), 14.0.0.2 (n.peerEPoch), LEADING (my state)
836 Notification: 10.0.0.2 (n.leader), 11.0.0.2 (n.zxid), 12.0.0.2 (n.round), FOLLOWING (n.state), 13.0.0.2 (n.sid), 14.0.0.2 (n.peerEPoch), LEADING (my state)
837 Notification: 10.0.0.3 (n.leader), 11.0.0.3 (n.zxid), 12.0.0.3 (n.round), FOLLOWING (n.state), 13.0.0.3 (n.sid), 14.0.0.3 (n.peerEPoch), LEADING (my state)
838 Notification: 10.0.0.3 (n.leader), 11.0.0.3 (n.zxid), 12.0.0.3 (n.round), FOLLOWING (n.state), 13.0.0.3 (n.sid), 14.0.0.3 (n.peerEPoch), LEADING (my state)
839 Notification: 10.0.0.4 (n.leader), 11.0.0.4 (n.zxid), 12.0.0.4 (n.round), FOLLOWING (n.state), 13.0.0.4 (n.sid), 14.0.0.4 (n.peerEPoch), LEADING (my state)
840 Notification: 10.0.0.4 (n.leader), 11.0.0.4 (n.zxid), 12.0.0.4 (n.round), FOLLOWING (n.state), 13.0.0.4 (n.sid), 14.0.0.4 (n.peerEPoch), LEADING (my state)
841 Notification: 10.0.0.5 (n.leader), 11.0.0.5 (n.zxid), 12.0.0.5 (n.round), FOLLOWING (n.state), 13.0.0.5 (n.sid), 14.0.0.5 (n.peerEPoch), LEADING (my state)
842 Notification: 10.0.0.5 (n.leader), 11.0.0.5 (n.zxid), 12.0.0.5 (n.round), FOLLOWING (n.state), 13.0.0.5 (n.sid), 14.0.0.5 (n.peerEPoch), LEADING (my state)
843 Notification: 10.0.0.6 (n.leader), 11.0.0.6 (n.zxid), 12.0.0.6 (n.round), FOLLOWING (n.state), 13.0.0.6 (n.sid), 14.0.0.6 (n.peerEPoch), LEADING (my state)
844 Notification: 10.0.0.6 (n.leader), 11.0.0.6 (n.zxid), 12.0.0.6 (n.round), FOLLOWING (n.state), 13.0.0.6 (n.sid), 14.0.0.6 (n.peerEPoch), LEADING (my state)
845 Notification: 10.0.0.7 (n.leader), 11.0.0.7 (n.zxid), 12.0.0.7 (n.round), FOLLOWING (n.state), 13.0.0.7 (n.sid), 14.0.0.7 (n.peerEPoch), LEADING (my state)
846 Notification: 10.0.0.7 (n.leader), 11.0.0.7 (n.zxid), 12.0.0.7 (n.round), FOLLOWING (n.state), 13.0.0.7 (n.sid), 14.0.0.7 (n.peerEPoch), LEADING (my state)
847 Notification: 10.0.0.8 (n.leader), 11.0.0.8 (n.zxid), 12.0.0.8 (n.round), FOLLOWING (n.state), 13.0.0.8 (n.sid), 14.0.0.8 (n.peerEPoch), LEADING (my state)
848 Notification: 10.0.0.8 (n.leader), 11.0.0.8 (n.zxid), 12.0.0.8 (n.round), FOLLOWING (n.state), 13.0.0.8 (n.sid), 14.0.0.8 (n.peerEPoch), LEADING (my state)
849 Notification: 10.0.0.9 (n.leader), 11.0.0.9 (n.zxid), 12.0.0.9 (n.round), FOLLOWING (n.state), 13.0.0.9 (n.sid), 14.0.0.9 (n.peerEPoch), LEADING (my state)
850 Notification: 10.0.0.9 (n.leader), 11.0.0.9 (n.zxid), 12.0.0.9 (n.round), FOLLOWING (n.state), 13.0.0.9 (n.sid), 14.0.0.9 (n.peerEPoch), LEADING (my state)
851 Notification: 10.0.0.10 (n.leader), 11.0.0.10 (n.zxid), 12.0.0.10 (n.round), FOLLOWING (n.state), 13.0.0.10 (n.sid), 14.0.0.10 (n.peerEPoch), LEADING (my state)
852 Notification: 10.0.0.10 (n.leader), 11.0.0.10 (n.zxid), 12.0.0.10 (n.round), FOLLOWING (n.state), 13.0.0.10 (n.sid), 14.0.0.10 (n.peerEPoch), LEADING (my state)
853 Notification: 10.0.0.11 (n.leader), 11.0.0.11 (n.zxid), 12.0.0.11 (n.round), FOLLOWING (n.state), 13.0.0.11 (n.sid), 14.0.0.11 (n.peerEPoch), LEADING (my state)
854 Notification: 10.0.0.11 (n.leader), 11.0.0.11 (n.zxid), 12.0.0.11 (n.round), FOLLOWING (n.state), 13.0.0.11 (n.sid), 14.0.0.11 (n.peerEPoch), LEADING (my state)
855 Notification: 10.0.0.12 (n.leader), 11.0.0.12 (n.zxid), 12.0.0.12 (n.round), FOLLOWING (n.state), 13.0.0.12 (n.sid), 14.0.0.12 (n.peerEPoch), LEADING (my state)
