0 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), LOOKING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
589 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
590 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
591 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
592 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
593 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
594 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
595 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
596 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
597 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
598 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
599 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
600 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
601 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
602 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
603 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
604 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
605 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
606 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
607 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
608 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
609 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
610 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
611 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
612 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
613 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
614 Cannot open channel to 10.0.0.1 at election address 11.0.0.1:12.0.0.1
615 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
616 Cannot open channel to 10.0.0.2 at election address 11.0.0.2:12.0.0.2
617 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
618 Cannot open channel to 10.0.0.3 at election address 11.0.0.3:12.0.0.3
619 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
620 Cannot open channel to 10.0.0.4 at election address 11.0.0.4:12.0.0.4
621 Cannot open channel to 10.0.0.5 at election address 11.0.0.5:12.0.0.5
622 Cannot open channel to 10.0.0.6 at election address 11.0.0.6:12.0.0.6
623 Cannot open channel to 10.0.0.7 at election address 11.0.0.7:12.0.0.7
624 Cannot open channel to 10.0.0.8 at election address 11.0.0.8:12.0.0.8
625 Cannot open channel to 10.0.0.9 at election address 11.0.0.9:12.0.0.9
626 Cannot open channel to 10.0.0.10 at election address 11.0.0.10:12.0.0.10
627 Cannot open channel to 10.0.0.11 at election address 11.0.0.11:12.0.0.11
628 Cannot open channel to 10.0.0.12 at election address 11.0.0.12:12.0.0.12
629 Cannot open channel to 10.0.0.13 at election address 11.0.0.13:12.0.0.13
630 Cannot open channel to 10.0.0.14 at election address 11.0.0.14:12.0.0.14
631 Cannot open channel to 10.0.0.15 at election address 11.0.0.15:12.0.0.15
632 Cannot open channel to 10.0.0.16 at election address 11.0.0.16:12.0.0.16
633 Cannot open channel to 10.0.0.17 at election address 11.0.0.17:12.0.0.17
634 Cannot open channel to 10.0.0.18 at election address 11.0.0.18:12.0.0.18
635 Cannot open channel to 10.0.0.19 at election address 11.0.0.19:12.0.0.19
636 Cannot open channel to 10.0.0.20 at election address 11.0.0.20:12.0.0.20
637 Cannot open channel to 10.0.0.21 at election address 11.0.0.21:12.0.0.21
638 Cannot open channel to 10.0.0.22 at election address 11.0.0.22:12.0.0.22
639 Cannot open channel to 10.0.0.23 at election address 11.0.0.23:12.0.0.23
640 Notification time out: 10.0.0.1
641 Notification time out: 10.0.0.1
642 Notification time out: 10.0.0.1
643 Notification time out: 10.0.0.1
644 Notification time out: 10.0.0.1
645 Notification time out: 10.0.0.1
646 Notification time out: 10.0.0.1
647 Notification time out: 10.0.0.1
648 Notification time out: 10.0.0.1
649 Notification time out: 10.0.0.1
650 Notification time out: 10.0.0.1
651 Notification time out: 10.0.0.1
652 Notification time out: 10.0.0.1
653 Notification time out: 10.0.0.1
654 Notification time out: 10.0.0.1
655 Notification time out: 10.0.0.1
656 Notification time out: 10.0.0.1
657 Notification time out: 10.0.0.1
658 Notification time out: 10.0.0.1
659 Notification time out: 10.0.0.1
660 Notification time out: 10.0.0.1
661 Notification time out: 10.0.0.1
662 Notification time out: 10.0.0.1
663 Notification time out: 10.0.0.1
664 Notification time out: 10.0.0.1
665 Notification time out: 10.0.0.1
666 Notification time out: 10.0.0.1
667 Notification time out: 10.0.0.1
668 Notification time out: 10.0.0.1
669 Notification time out: 10.0.0.1
670 Notification time out: 10.0.0.1
671 Notification time out: 10.0.0.1
672 Notification time out: 10.0.0.1
673 Notification time out: 10.0.0.1
674 Notification time out: 10.0.0.1
675 Notification time out: 10.0.0.1
676 Notification time out: 10.0.0.1
677 Notification time out: 10.0.0.1
678 Notification time out: 10.0.0.1
679 Notification time out: 10.0.0.2
680 Notification time out: 10.0.0.2
681 Notification time out: 10.0.0.3
682 Notification time out: 10.0.0.3
683 Notification time out: 10.0.0.4
684 Notification time out: 10.0.0.4
685 Notification time out: 10.0.0.5
686 Notification time out: 10.0.0.6
687 Notification time out: 10.0.0.7
688 Notification time out: 10.0.0.8
689 Notification time out: 10.0.0.9
690 Notification time out: 10.0.0.10
691 Notification time out: 10.0.0.11
692 Notification time out: 10.0.0.12
693 Notification time out: 10.0.0.13
694 Notification time out: 10.0.0.14
695 Notification time out: 10.0.0.15
696 Notification time out: 10.0.0.16
697 Notification time out: 10.0.0.17
698 Notification time out: 10.0.0.18
699 Notification time out: 10.0.0.19
700 Notification time out: 10.0.0.20
701 Notification time out: 10.0.0.21
702 Notification time out: 10.0.0.22
703 Notification time out: 10.0.0.23
704 tickTime set to 10.0.0.1
705 tickTime set to 10.0.0.1
706 tickTime set to 10.0.0.1
707 tickTime set to 10.0.0.1
708 tickTime set to 10.0.0.1
709 tickTime set to 10.0.0.1
710 tickTime set to 10.0.0.1
711 tickTime set to 10.0.0.1
712 tickTime set to 10.0.0.1
713 tickTime set to 10.0.0.1
714 tickTime set to 10.0.0.1
715 tickTime set to 10.0.0.1
716 tickTime set to 10.0.0.1
717 tickTime set to 10.0.0.1
718 tickTime set to 10.0.0.1
719 tickTime set to 10.0.0.1
720 tickTime set to 10.0.0.1
721 tickTime set to 10.0.0.1
722 tickTime set to 10.0.0.1
723 tickTime set to 10.0.0.1
724 tickTime set to 10.0.0.1
725 tickTime set to 10.0.0.1
726 tickTime set to 10.0.0.1
727 tickTime set to 10.0.0.1
728 tickTime set to 10.0.0.1
729 tickTime set to 10.0.0.1
730 tickTime set to 10.0.0.1
731 tickTime set to 10.0.0.1
732 tickTime set to 10.0.0.1
733 tickTime set to 10.0.0.1
734 tickTime set to 10.0.0.1
735 tickTime set to 10.0.0.1
736 tickTime set to 10.0.0.1
737 tickTime set to 10.0.0.1
738 tickTime set to 10.0.0.1
739 tickTime set to 10.0.0.1
740 tickTime set to 10.0.0.1
741 tickTime set to 10.0.0.1
742 tickTime set to 10.0.0.1
743 tickTime set to 10.0.0.2
744 tickTime set to 10.0.0.2
745 tickTime set to 10.0.0.3
746 tickTime set to 10.0.0.3
747 tickTime set to 10.0.0.4
748 tickTime set to 10.0.0.4
749 tickTime set to 10.0.0.5
750 tickTime set to 10.0.0.6
751 tickTime set to 10.0.0.7
752 tickTime set to 10.0.0.8
753 tickTime set to 10.0.0.9
754 tickTime set to 10.0.0.10
755 tickTime set to 10.0.0.11
756 tickTime set to 10.0.0.12
757 tickTime set to 10.0.0.13
758 tickTime set to 10.0.0.14
759 tickTime set to 10.0.0.15
760 tickTime set to 10.0.0.16
761 tickTime set to 10.0.0.17
762 tickTime set to 10.0.0.18
763 tickTime set to 10.0.0.19
764 tickTime set to 10.0.0.20
765 tickTime set to 10.0.0.21
766 tickTime set to 10.0.0.22
767 tickTime set to 10.0.0.23
768 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
769 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
770 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
771 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
772 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
773 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
774 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
775 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
776 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
777 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
778 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
779 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
780 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
781 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
782 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
783 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
784 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
785 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
786 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
787 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
788 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
789 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
790 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
791 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
792 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
793 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
794 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
795 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
796 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
797 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
798 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
799 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
800 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
801 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
802 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
803 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
804 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
805 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
806 Got user-level KeeperException when processing sessionid:10.0.0.1 type:create cxid:11.0.0.1 zxid:12.0.0.1 txntype:13.0.0.1 reqpath:14.0.0.1 Error Path:15.0.0.1 Error:KeeperErrorCode = NodeExists for 16.0.0.1
807 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
808 Got user-level KeeperException when processing sessionid:10.0.0.2 type:create cxid:11.0.0.2 zxid:12.0.0.2 txntype:13.0.0.2 reqpath:14.0.0.2 Error Path:15.0.0.2 Error:KeeperErrorCode = NodeExists for 16.0.0.2
809 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
810 Got user-level KeeperException when processing sessionid:10.0.0.3 type:create cxid:11.0.0.3 zxid:12.0.0.3 txntype:13.0.0.3 reqpath:14.0.0.3 Error Path:15.0.0.3 Error:KeeperErrorCode = NodeExists for 16.0.0.3
811 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
812 Got user-level KeeperException when processing sessionid:10.0.0.4 type:create cxid:11.0.0.4 zxid:12.0.0.4 txntype:13.0.0.4 reqpath:14.0.0.4 Error Path:15.0.0.4 Error:KeeperErrorCode = NodeExists for 16.0.0.4
813 Got user-level KeeperException when processing sessionid:10.0.0.5 type:create cxid:11.0.0.5 zxid:12.0.0.5 txntype:13.0.0.5 reqpath:14.0.0.5 Error Path:15.0.0.5 Error:KeeperErrorCode = NodeExists for 16.0.0.5
814 Got user-level KeeperException when processing sessionid:10.0.0.6 type:create cxid:11.0.0.6 zxid:12.0.0.6 txntype:13.0.0.6 reqpath:14.0.0.6 Error Path:15.0.0.6 Error:KeeperErrorCode = NodeExists for 16.0.0.6
815 Got user-level KeeperException when processing sessionid:10.0.0.7 type:create cxid:11.0.0.7 zxid:12.0.0.7 txntype:13.0.0.7 reqpath:14.0.0.7 Error Path:15.0.0.7 Error:KeeperErrorCode = NodeExists for 16.0.0.7
816 Got user-level KeeperException when processing sessionid:10.0.0.8 type:create cxid:11.0.0.8 zxid:12.0.0.8 txntype:13.0.0.8 reqpath:14.0.0.8 Error Path:15.0.0.8 Error:KeeperErrorCode = NodeExists for 16.0.0.8
817 Got user-level KeeperException when processing sessionid:10.0.0.9 type:create cxid:11.0.0.9 zxid:12.0.0.9 txntype:13.0.0.9 reqpath:14.0.0.9 Error Path:15.0.0.9 Error:KeeperErrorCode = NodeExists for 16.0.0.9
818 Got user-level KeeperException when processing sessionid:10.0.0.10 type:create cxid:11.0.0.10 zxid:12.0.0.10 txntype:13.0.0.10 reqpath:14.0.0.10 Error Path:15.0.0.10 Error:KeeperErrorCode = NodeExists for 16.0.0.10
819 Got user-level KeeperException when processing sessionid:10.0.0.11 type:create cxid:11.0.0.11 zxid:12.0.0.11 txntype:13.0.0.11 reqpath:14.0.0.11 Error Path:15.0.0.11 Error:KeeperErrorCode = NodeExists for 16.0.0.11
820 Got user-level KeeperException when processing sessionid:10.0.0.12 type:create cxid:11.0.0.12 zxid:12.0.0.12 txntype:13.0.0.12 reqpath:14.0.0.12 Error Path:15.0.0.12 Error:KeeperErrorCode = NodeExists for 16.0.0.12
821 Got user-level KeeperException when processing sessionid:10.0.0.13 type:create cxid:11.0.0.13 zxid:12.0.0.13 txntype:13.0.0.13 reqpath:14.0.0.13 Error Path:15.0.0.13 Error:KeeperErrorCode = NodeExists for 16.0.0.13
822 Got user-level KeeperException when processing sessionid:10.0.0.14 type:create cxid:11.0.0.14 zxid:12.0.0.14 txntype:13.0.0.14 reqpath:14.0.0.14 Error Path:15.0.0.14 Error:KeeperErrorCode = NodeExists for 16.0.0.14
823 Got user-level KeeperException when processing sessionid:10.0.0.15 type:create cxid:11.0.0.15 zxid:12.0.0.15 txntype:13.0.0.15 reqpath:14.0.0.15 Error Path:15.0.0.15 Error:KeeperErrorCode = NodeExists for 16.0.0.15
824 Got user-level KeeperException when processing sessionid:10.0.0.16 type:create cxid:11.0.0.16 zxid:12.0.0.16 txntype:13.0.0.16 reqpath:14.0.0.16 Error Path:15.0.0.16 Error:KeeperErrorCode = NodeExists for 16.0.0.16
825 Got user-level KeeperException when processing sessionid:10.0.0.17 type:create cxid:11.0.0.17 zxid:12.0.0.17 txntype:13.0.0.17 reqpath:14.0.0.17 Error Path:15.0.0.17 Error:KeeperErrorCode = NodeExists for 16.0.0.17
826 Got user-level KeeperException when processing sessionid:10.0.0.18 type:create cxid:11.0.0.18 zxid:12.0.0.18 txntype:13.0.0.18 reqpath:14.0.0.18 Error Path:15.0.0.18 Error:KeeperErrorCode = NodeExists for 16.0.0.18
827 Got user-level KeeperException when processing sessionid:10.0.0.19 type:create cxid:11.0.0.19 zxid:12.0.0.19 txntype:13.0.0.19 reqpath:14.0.0.19 Error Path:15.0.0.19 Error:KeeperErrorCode = NodeExists for 16.0.0.19
828 Got user-level KeeperException when processing sessionid:10.0.0.20 type:create cxid:11.0.0.20 zxid:12.0.0.20 txntype:13.0.0.20 reqpath:14.0.0.20 Error Path:15.0.0.20 Error:KeeperErrorCode = NodeExists for 16.0.0.20
829 Got user-level KeeperException when processing sessionid:10.0.0.21 type:create cxid:11.0.0.21 zxid:12.0.0.21 txntype:13.0.0.21 reqpath:14.0.0.21 Error Path:15.0.0.21 Error:KeeperErrorCode = NodeExists for 16.0.0.21
830 Got user-level KeeperException when processing sessionid:10.0.0.22 type:create cxid:11.0.0.22 zxid:12.0.0.22 txntype:13.0.0.22 reqpath:14.0.0.22 Error Path:15.0.0.22 Error:KeeperErrorCode = NodeExists for 16.0.0.22
831 Got user-level KeeperException when processing sessionid:10.0.0.23 type:create cxid:11.0.0.23 zxid:12.0.0.23 txntype:13.0.0.23 reqpath:14.0.0.23 Error Path:15.0.0.23 Error:KeeperErrorCode = NodeExists for 16.0.0.23
832 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
833 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
834 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
835 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
836 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
837 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
838 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
839 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
840 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
841 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
842 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
843 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
844 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
845 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
846 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
847 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
848 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
849 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), FOLLOWING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
